iin,card_brand,card_sub_brand,card_type,card_category,country_code,bank_name,bank_url,bank_phone,bank_city
490172,VISA,"","","",BR,ITAU,"",551140014848,""
430644,VISA,"","","",US,FIRST LIGHT FEDERAL CREDIT UNION,"",9155621172,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
528843,MASTERCARD,"","","",MX,BANAMEX,"",6367226799,""
421316,VISA,"","","",MX,HSBC,"",018007124825,""
466189,VISA,"","","",US,BB&T,"",8002265228,""
552040,MASTERCARD,"","","",MY,STANDARD CHARTERED BANK MALAYSIA,"",60377118888,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
497456,VISA,"","","",FR,CAIXA GERAL DE DEPOSITOS,"",0631469897,""
432132,VISA,"","","",MY,AL RAJHI,"","",""
463572,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8882874637,""
425808,VISA,"","","",US,M & T BANK NATIONAL ASSOCIATION,"",8007242440,""
403766,VISA,"","","",US,U.S. BANK N.A.,"",8005583424,""
515563,MASTERCARD,"","","",US,CHASE,"",8009359935,""
498453,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",40040001,""
435544,VISA,"","","",US,REGIONS,"",8002958472,""
493161,VISA,"","","",MX,BBVA BANCOMER,"",8008472911,""
414221,VISA,"","","",US,COMPLEX COMMUNITY FEDERAL CREDIT UNION,"",4325509126,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
540845,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
411774,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
521729,MASTERCARD,"","","",AU,COMMONWEALTH,"",61132221,""
532901,MASTERCARD,"","","",US,BANK OF AMERICA,"",8004212110,""
546451,MASTERCARD,"","","",BR,BANCO DO BRASIL,"",551128457820,""
429320,VISA,"","","",MY,HONG LEONG BANK BERHAD,"",60376268899,""
458127,VISA,"","","",HK,BANK OF COMMUNICATIONS,"",85222699699,""
548853,MASTERCARD,"","","",US,KEYBANK,"",8005392968,""
422061,VISA,"","","",BR,SANTANDER BANESPA,"",08007023535,""
548595,MASTERCARD,"","","",BR,"BANCO DO BRASIL, S.A.","",55-11-5180-8220,""
549123,MASTERCARD,"","","",US,USAA,"",8005318722,""
551697,MASTERCARD,"","","",US,FIRST CONVENIENCE,"",8006779801,""
429755,VISA,"","","",MY,STANDARD CHARTERED,"",60377189999,""
511375,MASTERCARD,"","","",US,CHASE,"",8009359935,""
479395,VISA,"","","",BR,CAIXA,"",55554799582893,""
429319,VISA,"","","",MY,HONG LEONG BANK BERHAD,"",60376268899,""
522222,MASTERCARD,"","","",MY,"","",60326128080,""
442625,VISA,"","","",US,BANK OF AMERICA N.T. & S.A.,"",8004426680,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
455262,VISA,"","","",SE,SEB,"",46771365365,""
402826,VISA,"","","",US,"","",8003288797,""
474552,VISA,"","","",,,"",,""
402944,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
486742,VISA,"","","",US,CHASE,"",8009359935,""
419002,VISA,"","","",US,USBANK,"",8008722657,""
510805,MASTERCARD,"","","",US,CAPITAL ONE,"",8886448314,""
411770,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
436802,VISA,"","","",US,BANK OF AMERICA,"",8002884408,""
466250,VISA,"","","",MY,HONG LEONG,"","",""
554932,MASTERCARD,"","","",BR,CAIXA ECONOMICA FEDERAL,"",551132384455,""
412800,VISA,"","","",US,CITI,"",8009505114,""
552475,MASTERCARD,"","","",US,CHASE,"",8004327115,""
409600,VISA,"","","",BR,BRADESCO,"",5501488117522,""
418238,VISA,"","","",SG,"","",8002222121,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
494340,VISA,"","","",US,BANK OF AMERICA,"",8008458683,""
449373,VISA,"","","",US,MIDWEST COMMUNITY FEDERAL CREDIT UNION,"",(925) 686-7076,""
410489,VISA,"","","",US,RUSH CARD,"",8002304755,""
436346,VISA,"","","",MY,RHB ISLAMIC,"","",""
435544,VISA,"","","",US,REGIONS,"",8002958472,""
423731,VISA,"","","",US,COLUMBIA CREDIT UNION,"",3608914000,""
467785,VISA,"","","",MY,RHBBANK,"",60126717531,""
457066,VISA,"","","",MY,RHB BANK BERHAD,"",1300888080,""
450949,VISA,"","","",AU,ANZ,"",61396837043,""
435577,VISA,"","","",US,USBANK,"",8002858585,""
499897,VISA,"","","",DE,"","",493033023444,""
467785,VISA,"","","",MY,RHBBANK,"",60126717531,""
511425,MASTERCARD,"","","",US,CHASE,"",8009359935,""
425981,VISA,"","","",MX,IXE BANCO S.A.,"",8003969665,""
515599,MASTERCARD,"","","",US,CAPITAL ONE,"",8009557070,""
443159,VISA,"","","",MY,HONG LEONG,"",1800388830,""
479851,VISA,"","","",US,CHASE,"",8665528855,""
371726,AMEX,"","","",US,AMERICAN EXPRESS,"",8003272177,""
480209,VISA,"","","",US,USBANK,"",8006733555,""
427324,VISA,"","","",IT,BANCA SELLA SPA,"",01535011,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
544829,MASTERCARD,"","","",BR,CREDICARD,"",08007012484,""
486236,VISA,"","","",US,CAPITAL ONE BANK,"",8009033637,""
446540,VISA,"","","",US,"WELLS FARGO BANK NEVADA, N.A.","",8006424720,""
418094,VISA,"","","",MX,BANCOMER,"",018003969665,""
440358,VISA,"","","",US,DAKOTALAND,"",6053522845,""
373497,AMEX,"","","",US,AMERICAN EXPRESS,"",8006355955,""
484810,VISA,"","","",MY,PUBLIC,"",0321768000,""
420785,VISA,"","","",,,"",,""
447091,VISA,"","","",US,GE CAPITAL RETAIL,"",8779374098,""
422438,VISA,"","","",US,ISPFCU,"",8004497728,""
438857,VISA,"","","",US,CHASE,"",8005377783,""
372448,AMEX,"","","",US,AMERICAN EXPRESS,"","",""
449485,VISA,"","","",US,LOS ALAMOS NATIONAL BANK,"",5056625171,""
438421,VISA,"","","",MY,CITIBANK BERHAD,"",60323831010,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
419002,VISA,"","","",US,USBANK,"",8008722657,""
519133,MASTERCARD,"","","",CA,BANK OF MONTREAL,"",800-263-2263,""
435545,VISA,"","","",US,REGIONS,"",8002958472,""
412800,VISA,"","","",US,CITI,"",8009505114,""
540219,MASTERCARD,"","","",US,GTE FINANCIAL,"",8889187793,""
415793,VISA,"","","",US,RESOURCE BANK N.A.,"",8157566321,""
549138,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
481588,VISA,"","","",US,BANK OF AMERICA,"",8882874637,""
474488,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
467785,VISA,"","","",MY,RHBBANK,"",60126717531,""
511165,MASTERCARD,"","","",US,H&R BLOCK,"",8663531266,""
400390,VISA,"","","",US,"BANK OF AMERICA, N.A. (USA)","",8006731044,""
403710,VISA,"","","",US,ROBINS FEDERAL CREDIT UNION,"",8668649677,""
413575,VISA,"","","",US,BANK OF AMERICA,"",8882874637,""
474487,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
412451,VISA,"","","",US,CHASE,"",8009359935,""
522222,MASTERCARD,"","","",MY,"","",60326128080,""
474488,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
475824,VISA,"","","",US,AMERICA FIRST CREDIT UNION,"",8009993961,""
545236,MASTERCARD,"","","",US,BARCLAYS,"",8666569716,""
430023,VISA,"","","",US,WORLD%27S FOREMOST,"",8008508402,""
551697,MASTERCARD,"","","",US,FIRST CONVENIENCE,"",8006779801,""
439354,VISA,"","","",BR,ITAU,"",551121554828,""
537167,MASTERCARD,"","","",US,CHASE,"",8009359935,""
551337,MASTERCARD,"","","",US,LIBERTY NATIONAL,"",4196342430,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
403784,VISA,"","","",US,USBANK,"",8002858585,""
547096,MASTERCARD,"","","",MX,BANORTE,"",2109579144,""
551627,MASTERCARD,"","","",US,FIRST GUARANTY,"",8883753093,""
477291,VISA,"","","",MX,BBVA BANCOMER,"",52262663,""
426207,VISA,"","","",US,GROWFINANCIAL,"",8008396328,""
449443,VISA,"","","",US,FIRST NATIONAL BANK OF GRIFFIN,"",6785751677,""
429755,VISA,"","","",MY,STANDARD CHARTERED,"",60377189999,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
529091,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
473336,VISA,"","","",US,ENT FEDERAL CREDIT UNION,"",8005259623,""
514478,MASTERCARD,"","","",US,FIRST VICTORIA,"",8774966500,""
493171,VISA,"","","",,,"",,""
479124,VISA,"","","",US,CAPITAL ONE F.S.B.,"",8008670904,""
493161,VISA,"","","",MX,BBVA BANCOMER,"",8008472911,""
510805,MASTERCARD,"","","",US,CAPITAL ONE,"",8886448314,""
404360,VISA,"","","",MX,INBURSA,"",52,""
412453,VISA,"","","",US,CHASE,"",8009359935,""
481582,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
516319,MASTERCARD,"","","",AU,WESTPAC,"",61363451419,""
512992,MASTERCARD,"","","",US,SANTANDER,"",8007625895,""
552333,MASTERCARD,"","","",MY,CIMB,"",60362047799,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
521729,MASTERCARD,"","","",AU,COMMONWEALTH,"",61132221,""
552040,MASTERCARD,"","","",MY,STANDARD CHARTERED BANK MALAYSIA,"",60377118888,""
454860,VISA,"","","",NZ,ASB BANK,"",6493063000,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
523982,MASTERCARD,"","","",ZA,STANDARD,"",27112994114,""
532610,MASTERCARD,"","","",IL,BANK HAPOALIM,"",972 3 636 46 36,""
428332,VISA,"","","",MY,MAYBANK,"",60378443696,""
435142,VISA,"","","",US,BB&T,"",8002265228,""
493101,VISA,"","","",BR,BRADESCO,"",1133382822,""
433443,VISA,"","","",US,WEBSTER BANK,"",8003252424,""
517800,MASTERCARD,"","","",US,FIRST PREMIER BANK,"",8009875521,""
450618,VISA,"","","",MY,MAYBANK,"",1300886688,""
426012,VISA,"","","",MX,HSBC,"","",""
402944,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
467851,VISA,"","","",MY,HONG LEONG,"",60376268899,""
542634,MASTERCARD,"","","",MY,PUBLIC,"",60321639400,""
546411,MASTERCARD,"","","",US,SECURITY STATE,"",8772262351,""
556950,MASTERCARD,"","","",GB,ROYAL BANK OF SCOTLAND,"",08453008460,""
558158,MASTERCARD,"","","",US,PAYPAL,"",8668886080,""
546632,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002506628,""
497932,VISA,"","","",FR,SOCIETE GENERALE,"",33142026027,""
448236,VISA,"","","",US,ICBA BANCARD,"",8004237503,""
427178,VISA,"","","",US,REGIONS BANK,"",8002958472,""
403497,VISA,"","","",US,PNC BANK N.A.,"",8772872654,""
414718,VISA,"","","",US,WELLS FARGO,"",8662296633,""
543771,MASTERCARD,"","","",TR,IS BANKASI,"",4440202,""
403766,VISA,"","","",US,U.S. BANK N.A.,"",8005583424,""
402464,VISA,"","","",US,BANK OF THE OZARKS,"",8002744482,""
540385,MASTERCARD,"","","",US,CITIBANK,"",8009450258,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
498408,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",08007026600,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
453978,VISA,"","","",GB,BARCLAYS BANK PLC,"",08457555555,""
376660,AMEX,"","","",MX,AMERICAN EXPRESS,"",018005040400,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
470500,VISA,"","","",US,WELLS FARGO FINANCIAL BANK,"",8004598451,""
477214,VISA,"","","",MX,BBVA BANCOMER,"",018001121113,""
540478,MASTERCARD,"","","",MY,STANDARD CHARTERED BANK MALAYSIA BERHAD,"",60377189999,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
522222,MASTERCARD,"","","",MY,"","",60326128080,""
531106,MASTERCARD,"","","",US,BANCORP,"",8667536440,""
558158,MASTERCARD,"","","",US,PAYPAL,"",8668886080,""
546632,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002506628,""
427178,VISA,"","","",US,REGIONS BANK,"",8002958472,""
498442,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",08007290722,""
455671,VISA,"","","",US,"","",33-1-58403616,""
411773,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
434257,VISA,"","","",US,WELLS FARGO,"",8008693557,""
474475,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
490172,VISA,"","","",BR,ITAU,"",551140014848,""
549138,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
539974,MASTERCARD,"","","",MY,HONG LEONG,"",60326161133,""
551697,MASTERCARD,"","","",US,FIRST CONVENIENCE,"",8006779801,""
551697,MASTERCARD,"","","",US,FIRST CONVENIENCE,"",8006779801,""
457066,VISA,"","","",MY,RHB BANK BERHAD,"",1300888080,""
546616,MASTERCARD,"","","",US,CITI,"",8887662484,""
542432,MASTERCARD,"","","",US,"FIFTH THIRD BANK, THE","",8009723030,""
521887,MASTERCARD,"","","",MY,OCBC,"",60383175000,""
494340,VISA,"","","",US,BANK OF AMERICA,"",8008458683,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
411776,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
406019,VISA,"","","",US,FIRST CITIZENS BANK AND TRUST COMPANY OF SOUTH CAR,"",8006124444,""
376718,AMEX,"","","",MX,AMERICAN EXPRESS,"",8774025225,""
601100,DISCOVER,"","","",US,DISCOVER,"",8003472683,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
526218,MASTERCARD,"","","",US,"CITIBANK SOUTH DAKOTA, N.A.","",8009450258,""
519667,MASTERCARD,"","","",US,SUNTRUST,"",8007868787,""
542634,MASTERCARD,"","","",MY,PUBLIC,"",60321639400,""
402360,VISA,"","","",IT,POSTE ITALIANE S.P.A. (BANCA POSTA),"","",""
481583,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
477800,VISA,"","","",US,WEST COAST,"",8008953345,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
419402,VISA,"","","",US,DIAMOND VALLY FCU,"",8005282273,""
523845,MASTERCARD,"","","",US,BANK OF PERRY,"",4789872554,""
425808,VISA,"","","",US,M & T BANK NATIONAL ASSOCIATION,"",8007242440,""
499002,VISA,"","","",,,"",,""
434257,VISA,"","","",US,WELLS FARGO,"",8008693557,""
411773,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
378340,AMEX,"","","",US,AMERICAN EXPRESS,"",8004928468,""
372534,AMEX,"","","",US,AMERICAN EXPRESS,"",8002570770,""
545375,MASTERCARD,"","","",MX,SCOTIABANK INVERLAT,"",018007045900,""
540069,MASTERCARD,"","","",MY,RHB BANK BERHAD,"",60392068118,""
449172,VISA,"","","",US,FIRST CHOICE AMERICA,"",8004274835,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
528074,MASTERCARD,"","","",,,"",,""
435237,VISA,"","","",US,TARGET NATIONAL,"",8887555856,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
473690,VISA,"","","",US,GE CAPITAL RETAIL,"",8779374098,""
412800,VISA,"","","",US,CITI,"",8009505114,""
430023,VISA,"","","",US,WORLD%27S FOREMOST,"",8008508402,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
490638,VISA,"","","",DE,BARCLAYS BANK PLC,"",494089099866,""
456468,VISA,"","","",AU,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,"",132273,""
510805,MASTERCARD,"","","",US,CAPITAL ONE,"",8886448314,""
459078,VISA,"","","",BR,ITAU,"","",""
378363,AMEX,"","","",US,AMERICAN EXPRESS,"",8004928468,""
498423,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",551128457820,""
534466,MASTERCARD,"","","",US,VIRGINIACREDITUNION,"","",""
557615,MASTERCARD,"","","",US,BREMER,"",8004247787,""
427360,VISA,"","","",DE,DORTMUNDER VOLKSBANK,"","",""
547363,MASTERCARD,"","","",US,CHASE,"",6313660376,""
522661,MASTERCARD,"","","",SE,HANDELSBANKEN,"",3015733920,""
549447,MASTERCARD,"","","",US,ICUL SERVICE CORPORATION,"",727-556-9000,""
451223,VISA,"","","",CA,ROYAL BANK OF CANADA,"",8007692512,""
510371,MASTERCARD,"","","",US,WESBANCO,"",8009059043,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
455255,VISA,"","","",MX,BANAMEX,"",8002262639,""
473702,VISA,"","","",US,WELLS FARGO,"",8008693557,""
466189,VISA,"","","",US,BB&T,"",8002265228,""
400344,VISA,"","","",US,CAPITAL ONE,"",8009557070,""
455986,VISA,"","","",CO,DAVIVIENDA,"",8008472911,""
519667,MASTERCARD,"","","",US,SUNTRUST,"",8007868787,""
441103,VISA,"","","",US,CHASE,"",8009359935,""
473702,VISA,"","","",US,WELLS FARGO,"",8008693557,""
412800,VISA,"","","",US,CITI,"",8009505114,""
430279,VISA,"","","",DE,LANDESBANK BERLIN,"","",""
467010,VISA,"","","",US,NATIONSBANK OF DELAWARE N.A.,"",8669025860,""
483316,VISA,"","","",US,CHASE,"",8009359935,""
414170,VISA,"","","",MY,"","",622,""
411776,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
482853,VISA,"","","",US,WELLS FARGO,"",8008693557,""
438954,VISA,"","","",US,TCF NATIONAL BANK,"",8008232265,""
551697,MASTERCARD,"","","",US,FIRST CONVENIENCE,"",8006779801,""
400022,VISA,"","","",US,NAVY FEDERAL CREDIT UNION,"",8888426328,""
441311,VISA,"","","",MX,BBVA BANCOMER,"","",""
436346,VISA,"","","",MY,RHB ISLAMIC,"","",""
402944,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
540818,MASTERCARD,"","","",US,FIRST SECURITY,"",8004237503,""
488893,VISA,"","","",US,BANK OF AMERICA,"",8004212110,""
548234,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
341142,AMEX,"","","","",AMERICAN EXPRESS,"","",""
450440,VISA,"","","",CA,CIBC,"",8004654653,""
465828,VISA,"","","",MX,INBURSA,"",54478000,""
443389,VISA,"","","",US,LISTERHILL CREDIT UNION,"",8668203799,""
451223,VISA,"","","",CA,ROYAL BANK OF CANADA,"",8007692512,""
522498,MASTERCARD,"","","",MX,BANCOMER,"",018005227267,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
557621,MASTERCARD,"","","",US,SUNTRUST,"",8007868787,""
421002,VISA,"","","",US,INLAND NORTHWEST BANK,"",8885097922,""
541286,MASTERCARD,"","","",MX,HSBC,"",8003077309,""
493846,VISA,"","","",TR,VAKIFBANK,"",902124440724,""
520090,MASTERCARD,"","","",SA,RIYAD,"",966920002470,""
548293,MASTERCARD,"","","",BR,BRADESCO,"",6367227111,""
463551,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8006228731,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
527407,MASTERCARD,"","","",BR,ITAU,"",40014445,""
477213,VISA,"","","",MX,BBVA BANCOMER,"","",""
542432,MASTERCARD,"","","",US,"FIFTH THIRD BANK, THE","",8009723030,""
524886,MASTERCARD,"","","",NL,"","",31582126000,""
491284,VISA,"","","",MX,HSBC,"",8003969665,""
518148,MASTERCARD,"","","",BR,SANTANDER,"","",""
434257,VISA,"","","",US,WELLS FARGO,"",8008693557,""
547408,MASTERCARD,"","","",BR,UNICRED,"","",""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
372528,AMEX,"","","",US,AMERICAN EXPRESS,"",8002971000,""
517572,MASTERCARD,"","","",US,BANK OF AMERICA,"",8004321000,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
483324,VISA,"","","",US,CHASE,"",8665861704,""
557126,MASTERCARD,"","","",US,CITIBANK,"",8002851709,""
434258,VISA,"","","",US,WELLSFARGO,"",8008693557,""
442521,VISA,"","","",US,CAPITOL FEDERAL SAVINGS BANK,"",888-822-7333,""
408161,VISA,"","","",US,CHASE,"",8003236252,""
416917,VISA,"","","",,,"",,""
438675,VISA,"","","",MY,HSBC BANK MALAYSIA BERHAD,"",60383215201,""
453978,VISA,"","","",GB,BARCLAYS BANK PLC,"",08457555555,""
514868,MASTERCARD,"","","",BR,ITAU,"",551140014848,""
467785,VISA,"","","",MY,RHBBANK,"",60126717531,""
443589,VISA,"","","",US,COMMUNITY BANK N.A.,"",3155399261,""
548234,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
402464,VISA,"","","",US,BANK OF THE OZARKS,"",8002744482,""
467851,VISA,"","","",MY,HONG LEONG,"",60376268899,""
494133,VISA,"","","",MX,SANTANDER,"",8003969665,""
428474,VISA,"","","",MY,RHBBANK,"",60392061000,""
481583,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
521853,MASTERCARD,"","","",US,GE CAPITAL RETAIL,"",8663006432,""
521853,MASTERCARD,"","","",US,GE CAPITAL RETAIL,"",8663006432,""
467010,VISA,"","","",US,NATIONSBANK OF DELAWARE N.A.,"",8669025860,""
451012,VISA,"","","",CA,ROYAL,"",8007692512,""
554501,MASTERCARD,"","","",SE,SWEDBANK,"",0858590000,""
400390,VISA,"","","",US,"BANK OF AMERICA, N.A. (USA)","",8006731044,""
414718,VISA,"","","",US,WELLS FARGO,"",8662296633,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
400248,VISA,"","","",BR,CREDICARD S.A. ADMINISTRADORA DE CARTOESDE CREDITO,"",551140014626,""
457066,VISA,"","","",MY,RHB BANK BERHAD,"",1300888080,""
459080,VISA,"","","",BR,ITAU,"",8003969665,""
474481,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
414718,VISA,"","","",US,WELLS FARGO,"",8662296633,""
457066,VISA,"","","",MY,RHB BANK BERHAD,"",1300888080,""
512107,MASTERCARD,"","","",US,CITI,"",8006698488,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
483316,VISA,"","","",US,CHASE,"",8009359935,""
514759,MASTERCARD,"","","",US,CAPITAL ONE,"",8006552265,""
426960,VISA,"","","",US,PEOPLES,"",(925) 686-7076,""
525535,MASTERCARD,"","","",US,"","",0039 023 4881,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
466189,VISA,"","","",US,BB&T,"",8002265228,""
420377,VISA,"","","",NO,DANSKE,"",81000900,""
549186,MASTERCARD,"","","",MY,MAYBANK,"",1300886688,""
453935,VISA,"","","",PE,SCOTIABANK,"",51-1-4218333,""
436502,VISA,"","","",ID,BANK RAKYAT INDONESIA,"",622157987400,""
491871,VISA,"","","",MX,SCOTIABANK INVERLAT,"",4105810120,""
557756,MASTERCARD,"","","",MY,CIMB,"",0060362047788,""
471640,VISA,"","","",US,U.S. BANK N.A. ND,"",8889946722,""
491283,VISA,"","","",MX,HSBC,"",525557213390,""
440318,VISA,"","","",US,FIDELITY,"",8778117088,""
480213,VISA,"","","",US,"CAPITAL ONE, F.S.B.","",8008670904,""
445990,VISA,"","","",US,COMMUNITY 1ST CREDIT UNION,"",8003838000,""
414737,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
548234,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
425628,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
540185,MASTERCARD,"","","",NO,"","",4721015350,""
462239,VISA,"","","",AU,"","",61396837043,""
549050,MASTERCARD,"","","",US,BANK OF AMERICA,"",8007329194,""
435179,VISA,"","","",US,NEIGHBOR'S FEDERAL CREDIT UNION,"",8004723272,""
545534,MASTERCARD,"","","",US,CAPITAL ONE,"",8006552265,""
406095,VISA,"","","",US,NAVY FEDERAL CREDIT UNION,"",8888426328,""
431568,VISA,"","","",US,BANCORP,"",8005711376,""
426651,VISA,"","","",US,CHASE,"",8002784721,""
481582,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
463158,VISA,"","","",US,BBVA COMPASS,"",8002667277,""
453966,VISA,"","","",MY,HSBC,"",60383215400,""
409308,VISA,"","","",BR,SANTANDER,"",40043535,""
515550,MASTERCARD,"","","",US,COMERICA,"",8663208822,""
410852,VISA,"","","",MX,"","",52-5-720-6040 -,""
474476,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",877-833-5617,""
455492,VISA,"","","",US,BANK OF KANSAS CITY,"","",""
403284,VISA,"","","",US,FISCAL CREDIT UNION,"",1,""
520867,MASTERCARD,"","","",JP,"MILLION CARD SERVICE CO., LTD.","",815 2249 1411,""
526624,MASTERCARD,"","","",AT,PAYLIFE BANK GMBH,"",43 1 717 01 0,""
429320,VISA,"","","",MY,HONG LEONG BANK BERHAD,"",60376268899,""
406315,VISA,"","","",US,NAVY FEDERAL CREDIT UNION,"",8888426328,""
471926,VISA,"","","",US,U.S. BANK N.A. ND,"",8777346060,""
486236,VISA,"","","",US,CAPITAL ONE BANK,"",8009033637,""
513522,MASTERCARD,"","","",FR,"","",33 1 45 67 84 84,""
491566,VISA,"","","",MX,BANORTE,"",018002266783,""
423568,VISA,"","","",US,SAN DIEGO COUNTY CREDIT UNION,"",8777322848,""
540069,MASTERCARD,"","","",MY,RHB BANK BERHAD,"",60392068118,""
425909,VISA,"","","",US,WELLS FARGO,"",8002255935,""
443084,VISA,"","","",AU,HUME BUILDING SOCIETY,"",1800621199,""
539983,MASTERCARD,"","","",NG,GTBANK,"",2348039003900,""
513528,MASTERCARD,"","","",FR,BANQUE POPULAIRE,"",0145166565,""
414740,VISA,"","","",US,CHASE,"",8882474080,""
511320,MASTERCARD,"","","",CA,"","",516-828-2000,""
490282,VISA,"","","",MY,HONG LEONG,"",60326161188,""
544829,MASTERCARD,"","","",BR,CREDICARD,"",08007012484,""
440215,VISA,"","","",US,TTCU,"",9188451743,""
547092,MASTERCARD,"","","",MX,HSBC,"",525557213390,""
493161,VISA,"","","",MX,BBVA BANCOMER,"",8008472911,""
414730,VISA,"","","",US,WELLS FARGO,"",8662296633,""
411776,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
491283,VISA,"","","",MX,HSBC,"",525557213390,""
551257,MASTERCARD,"","","",US,BANGOR SAVINGS,"",8772264671,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
527496,MASTERCARD,"","","",BR,ITAU,"",1134330967,""
408540,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
552115,MASTERCARD,"","","",MY,CIMB,"",60362047722,""
514813,MASTERCARD,"","","",AU,MEBANK,"",1300654998,""
443159,VISA,"","","",MY,HONG LEONG,"",1800388830,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
481582,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
552115,MASTERCARD,"","","",MY,CIMB,"",60362047722,""
457070,VISA,"","","",MY,RHBBANK,"",60392068118,""
511238,MASTERCARD,"","","",US,THE FAUQUIER,"",8006383798,""
453091,VISA,"","","",CA,DESJARDINS,"",8003633380,""
401174,VISA,"","","",US,WHITNEY,"",8008444450,""
545300,MASTERCARD,"","","",US,WILLIAMSPORT NATIONAL BANK,"",570-326-2431,""
